"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","DisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"265661","2014","2014","2014","US","United States","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","37.2","*","50 States + DC: US Median","","","","","","ORH","ORH4_2","","Gender","GENDER","Female","GENF","","","","","","","","","1","","","",""
"265295","2014","2014","2014","AL","Alabama","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","50.2","","","47.4","53.0","32.84057112200048","-86.63186076199969","","ORH","ORH4_2","","Gender","GENDER","Female","GENF","","","","","","","","","2","","","",""
"265287","2014","2014","2014","AK","Alaska","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","36.9","","","31.0","43.2","64.84507995700051","-147.72205903599973","","ORH","ORH4_2","","Gender","GENDER","Female","GENF","","","","","","","","","3","","","",""
"265311","2014","2014","2014","AZ","Arizona","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","31.6","","","29.6","33.7","34.865970280000454","-111.76381127699972","","ORH","ORH4_2","","Gender","GENDER","Female","GENF","","","","","","","","","4","","","",""
"265303","2014","2014","2014","AR","Arkansas","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","45.8","","","42.5","49.2","34.74865012400045","-92.27449074299966","","ORH","ORH4_2","","Gender","GENDER","Female","GENF","","","","","","","","","5","","","",""
"265522","2014","2014","2014","CA","California","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","30.6","","","27.2","34.3","37.63864012300047","-120.99999953799971","","ORH","ORH4_2","","Gender","GENDER","Female","GENF","","","","","","","","","6","","","",""
"265530","2014","2014","2014","CO","Colorado","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","29.4","","","27.0","31.8","38.843840757000464","-106.13361092099967","","ORH","ORH4_2","","Gender","GENDER","Female","GENF","","","","","","","","","7","","","",""
"265538","2014","2014","2014","CT","Connecticut","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","32.7","","","29.5","36.2","41.56266102000046","-72.64984095199964","","ORH","ORH4_2","","Gender","GENDER","Female","GENF","","","","","","","","","8","","","",""
"265554","2014","2014","2014","DE","Delaware","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","40.2","","","36.0","44.6","39.008830667000495","-75.57774116799965","","ORH","ORH4_2","","Gender","GENDER","Female","GENF","","","","","","","","","9","","","",""
"265546","2014","2014","2014","DC","District of Columbia","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","38.8","","","34.6","43.1","38.907192","-77.036871","","ORH","ORH4_2","","Gender","GENDER","Female","GENF","","","","","","","","","10","","","",""
