"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","DisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"264321","2014","2014","2014","US","United States","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","20.9","","","","","","","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","1","","","",""
"264280","2014","2014","2014","AL","Alabama","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","13.2","","","","","32.84057112200048","-86.63186076199969","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","2","","","",""
"264279","2014","2014","2014","AK","Alaska","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","33.1","","","","","64.84507995700051","-147.72205903599973","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","3","","","",""
"264282","2014","2014","2014","AZ","Arizona","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","13.2","","","","","34.865970280000454","-111.76381127699972","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","4","","","",""
"264281","2014","2014","2014","AR","Arkansas","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","15.4","","","","","34.74865012400045","-92.27449074299966","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","5","","","",""
"264283","2014","2014","2014","CA","California","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","19.8","","","","","37.63864012300047","-120.99999953799971","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","6","","","",""
"264284","2014","2014","2014","CO","Colorado","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","19.8","","","","","38.843840757000464","-106.13361092099967","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","7","","","",""
"264285","2014","2014","2014","CT","Connecticut","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","26.4","","","","","41.56266102000046","-72.64984095199964","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","8","","","",""
"264287","2014","2014","2014","DE","Delaware","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","17.4","","","","","39.008830667000495","-75.57774116799965","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","9","","","",""
"264286","2014","2014","2014","DC","District of Columbia","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","19.0","","","","","38.907192","-77.036871","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","10","","","",""
"264288","2014","2014","2014","FL","Florida","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","20.4","","","","","28.932040377000476","-81.92896053899966","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","11","","","",""
"264289","2014","2014","2014","GA","Georgia","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","9.3","","","","","32.83968109300048","-83.62758034599966","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","12","","","",""
"263186","2014","2014","2014","GU","Guam","HRSA, UDS","","Oral Health","Oral Health Services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","0.0","","","","","13.444304","144.793731","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","13","","","",""
"264221","2014","2014","2014","HI","Hawaii","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","28.1","","","","","21.304850435000446","-157.85774940299973","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","14","","","",""
"244527","2014","2014","2014","ID","Idaho","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","21.1","","","","","43.682630005000476","-114.3637300419997","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","15","","","",""
"264290","2014","2014","2014","IL","Illinois","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","13.3","","","","","40.48501028300046","-88.99771017799969","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","16","","","",""
"264291","2014","2014","2014","IN","Indiana","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","11.0","","","","","39.766910452000445","-86.14996019399968","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","17","","","",""
"264266","2014","2014","2014","IA","Iowa","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","33.1","","","","","42.46940091300047","-93.81649055599968","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","18","","","",""
"264292","2014","2014","2014","KS","Kansas","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","35.8","","","","","38.34774030000045","-98.20078122699965","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","19","","","",""
"264293","2014","2014","2014","KY","Kentucky","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","16.7","","","","","37.645970271000465","-84.77497104799966","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","20","","","",""
"264294","2014","2014","2014","LA","Louisiana","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","20.7","","","","","31.31266064400046","-92.44568007099969","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","21","","","",""
"264297","2014","2014","2014","ME","Maine","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","19.1","","","","","45.254228894000505","-68.98503133599962","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","22","","","",""
"264296","2014","2014","2014","MD","Maryland","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","15.4","","","","","39.29058096400047","-76.60926011099963","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","23","","","",""
"264295","2014","2014","2014","MA","Massachusetts","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","24.0","","","","","42.27687047000046","-72.08269067499964","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","24","","","",""
"264298","2014","2014","2014","MI","Michigan","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","30.0","","","","","44.6613195430005","-84.71439026999968","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","25","","","",""
"264299","2014","2014","2014","MN","Minnesota","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","34.3","","","","","46.35564873600049","-94.79420050299967","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","26","","","",""
"264301","2014","2014","2014","MS","Mississippi","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","16.6","","","","","32.745510099000455","-89.53803082499968","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","27","","","",""
"264300","2014","2014","2014","MO","Missouri","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","35.7","","","","","38.635790776000476","-92.56630005299968","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","28","","","",""
"264302","2014","2014","2014","MT","Montana","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","25.8","","","","","47.06652897200047","-109.42442064499971","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","29","","","",""
"264305","2014","2014","2014","NE","Nebraska","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","27.8","","","","","41.6410409880005","-99.36572062299967","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","30","","","",""
"264309","2014","2014","2014","NV","Nevada","HRSA, UDS","","Oral Health","Oral Health Services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","14.3","","","","","39.493240390000494","-117.07184056399967","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","31","","","",""
"264306","2014","2014","2014","NH","New Hampshire","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","9.3","","","","","43.65595011300047","-71.50036091999965","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","32","","","",""
"264307","2014","2014","2014","NJ","New Jersey","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","29.1","","","","","40.13057004800049","-74.27369128799967","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","33","","","",""
"264308","2014","2014","2014","NM","New Mexico","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","25.9","","","","","34.52088095200048","-106.24058098499967","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","34","","","",""
"264310","2014","2014","2014","NY","New York","HRSA, UDS","","Oral Health","Oral health services at Federally Qualified Health Centers","","%","CrdPrev","Crude Prevalence","23.3","","","","","42.82700103200045","-75.54397042699964","","ORH","ORH3_0","","Overall","OVERALL","Overall","OVR","","","","","","","","","35","","","",""
