"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","DisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"126294","2012","2012","2012","US","United States","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","40.0","*","50 States + DC: US Median","38.5","43.9","","","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","1","","","",""
"125816","2012","2012","2012","AL","Alabama","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","53.7","","","49.6","57.8","32.84057112200048","-86.63186076199969","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","2","","","",""
"125808","2012","2012","2012","AK","Alaska","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","36.8","","","30.2","43.9","64.84507995700051","-147.72205903599973","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","3","","","",""
"125832","2012","2012","2012","AZ","Arizona","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","34.7","","","30.6","39.0","34.865970280000454","-111.76381127699972","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","4","","","",""
"125824","2012","2012","2012","AR","Arkansas","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","51.3","","","46.6","56.0","34.74865012400045","-92.27449074299966","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","5","","","",""
"125840","2012","2012","2012","CA","California","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","30.9","","","27.5","34.6","37.63864012300047","-120.99999953799971","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","6","","","",""
"125848","2012","2012","2012","CO","Colorado","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","35.0","","","31.8","38.4","38.843840757000464","-106.13361092099967","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","7","","","",""
"125432","2012","2012","2012","CT","Connecticut","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","35.8","","","31.9","39.8","41.56266102000046","-72.64984095199964","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","8","","","",""
"125448","2012","2012","2012","DE","Delaware","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","44.9","","","39.7","50.1","39.008830667000495","-75.57774116799965","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","9","","","",""
"125440","2012","2012","2012","DC","District of Columbia","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","38.1","","","32.1","44.5","38.907192","-77.036871","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","10","","","",""
"125456","2012","2012","2012","FL","Florida","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","38.3","","","34.0","42.8","28.932040377000476","-81.92896053899966","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","11","","","",""
"125465","2012","2012","2012","GA","Georgia","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","47.5","","","42.5","52.5","32.83968109300048","-83.62758034599966","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","12","","","",""
"125473","2012","2012","2012","GU","Guam","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","49.6","","","35.0","64.3","13.444304","144.793731","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","13","","","",""
"125481","2012","2012","2012","HI","Hawaii","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","23.0","","","19.3","27.2","21.304850435000446","-157.85774940299973","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","14","","","",""
"125497","2012","2012","2012","ID","Idaho","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","42.4","","","37.4","47.6","43.682630005000476","-114.3637300419997","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","15","","","",""
"125506","2012","2012","2012","IL","Illinois","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","41.4","","","36.8","46.1","40.48501028300046","-88.99771017799969","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","16","","","",""
"125514","2012","2012","2012","IN","Indiana","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","44.5","","","40.5","48.6","39.766910452000445","-86.14996019399968","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","17","","","",""
"125489","2012","2012","2012","IA","Iowa","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","41.2","","","37.6","44.9","42.46940091300047","-93.81649055599968","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","18","","","",""
"125520","2012","2012","2012","KS","Kansas","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","39.2","","","36.2","42.2","38.34774030000045","-98.20078122699965","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","19","","","",""
"125849","2012","2012","2012","KY","Kentucky","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","52.4","","","47.9","56.9","37.645970271000465","-84.77497104799966","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","20","","","",""
"125857","2012","2012","2012","LA","Louisiana","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","57.5","","","52.8","62.0","31.31266064400046","-92.44568007099969","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","21","","","",""
"125881","2012","2012","2012","ME","Maine","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","48.2","","","44.8","51.7","45.254228894000505","-68.98503133599962","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","22","","","",""
"125873","2012","2012","2012","MD","Maryland","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","41.5","","","37.5","45.6","39.29058096400047","-76.60926011099963","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","23","","","",""
"125865","2012","2012","2012","MA","Massachusetts","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","41.9","","","38.8","45.0","42.27687047000046","-72.08269067499964","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","24","","","",""
