"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","DisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"265662","2014","2014","2014","US","United States","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","38.0","*","50 States + DC: US Median","","","","","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","1","","","",""
"265297","2014","2014","2014","AL","Alabama","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","50.2","","","46.1","54.2","32.84057112200048","-86.63186076199969","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","2","","","",""
"265289","2014","2014","2014","AK","Alaska","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","29.4","","","23.3","36.2","64.84507995700051","-147.72205903599973","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","3","","","",""
"265313","2014","2014","2014","AZ","Arizona","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","34.1","","","31.3","37.0","34.865970280000454","-111.76381127699972","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","4","","","",""
"265305","2014","2014","2014","AR","Arkansas","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","48.5","","","43.8","53.2","34.74865012400045","-92.27449074299966","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","5","","","",""
"265524","2014","2014","2014","CA","California","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","30.5","","","26.6","34.6","37.63864012300047","-120.99999953799971","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","6","","","",""
"265532","2014","2014","2014","CO","Colorado","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","33.5","","","30.7","36.5","38.843840757000464","-106.13361092099967","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","7","","","",""
"265540","2014","2014","2014","CT","Connecticut","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","31.2","","","27.3","35.4","41.56266102000046","-72.64984095199964","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","8","","","",""
"265556","2014","2014","2014","DE","Delaware","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","47.5","","","42.1","52.9","39.008830667000495","-75.57774116799965","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","9","","","",""
"265548","2014","2014","2014","DC","District of Columbia","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","33.5","","","27.8","39.8","38.907192","-77.036871","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","10","","","",""
"265564","2014","2014","2014","FL","Florida","BRFSS","","Oral Health","Six or more teeth lost among adults aged >= 65 years","","%","AgeAdjPrev","Age-adjusted Prevalence","34.8","","","31.8","38.0","28.932040377000476","-81.92896053899966","","ORH","ORH4_2","","Gender","GENDER","Male","GENM","","","","","","","","","11","","","",""
